student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility
250.99,18,other,st,uttar pradesh,law,none,0,85.33,8,0.401,rejected,no
250.99,20,other,obc,rajasthan,medical,neet,525,72.36,7,0.642,rejected,no
250.99,17,female,sc,nagaland,pharmacy,cet,75,85.6,6,0.417,rejected,no
250.99,18,female,ews,karnataka,computer applications,none,0,85.94,6,0.369,admitted,yes
250.99,17,female,obc,jharkhand,commerce,none,0,85.54,2,0.294,admitted,yes
250.99,18,other,st,karnataka,nursing,none,0,62.6,0,0.091,rejected,no
250.99,20,female,ews,gujarat,management,none,0,50.45,2,0.04199000000000001,rejected,no
250.99,18,male,sc,meghalaya,medical,neet,396,59.69,1,0.355,rejected,no
250.99,20,other,sc,kerala,law,none,0,67.58,7,0.254,rejected,no
250.99,18,other,general,haryana,pharmacy,none,0,72.4,3,0.217,admitted,no
250.99,19,other,sc,chhattisgarh,pharmacy,cet,6,54.47,7,0.163,rejected,no
250.99,18,male,general,maharashtra,law,none,0,84.74,9,0.415,rejected,no
250.99,18,other,general,andhra pradesh,arts,cet,155,57.18,0,0.156,rejected,no
250.99,20,other,sc,jharkhand,pharmacy,cet,135,64.37,9,0.358,rejected,no
250.99,20,male,obc,arunachal pradesh,management,cet,55,66.14,1,0.172,rejected,no
250.99,18,male,obc,himachal pradesh,agriculture,cet,59,79.39,7,0.38,rejected,no
250.99,20,male,obc,nagaland,medical,neet,51,86.7,3,0.355,rejected,no
250.99,18,other,sc,mizoram,medical,neet,351,65.46,5,0.439,admitted,no
250.99,19,other,st,andhra pradesh,pharmacy,cet,172,91.9,4,0.492,rejected,no
250.99,20,female,sc,odisha,law,none,0,67.76,5,0.219,admitted,no
250.99,18,female,ews,haryana,agriculture,none,0,90.33,0,0.292,rejected,no
250.99,19,female,sc,madhya pradesh,pharmacy,none,0,57.97,1,0.076,rejected,no
250.99,18,other,ews,nagaland,science,cet,182,67.94,4,0.325,rejected,no
250.99,17,male,ews,andhra pradesh,agriculture,cet,127,79.15,3,0.351,admitted,no
250.99,17,male,sc,chhattisgarh,agriculture,none,0,75.2,9,0.346,rejected,no
250.99,18,male,st,chhattisgarh,engineering,jee,66,68.07,9,0.339,rejected,no
250.99,20,other,sc,himachal pradesh,agriculture,cet,33,60.6,9,0.262,rejected,no
250.99,17,female,ews,andhra pradesh,arts,none,0,75.21,10,0.364,admitted,yes
250.99,18,other,st,andhra pradesh,science,none,0,54.62,3,0.088,rejected,no
250.99,19,other,obc,maharashtra,medical,neet,251,69.78,2,0.348,rejected,no
250.99,17,male,obc,assam,engineering,jee,57,53.53,8,0.209,admitted,yes
250.99,19,other,ews,kerala,engineering,cet,31,71.64,10,0.359,admitted,yes
250.99,18,male,sc,goa,computer applications,none,0,98.14,8,0.494,rejected,no
250.99,20,other,st,uttar pradesh,agriculture,none,0,74.27,1,0.194,rejected,no
250.99,19,other,st,bihar,nursing,none,0,79.36,7,0.34,rejected,no
250.99,19,other,general,madhya pradesh,pharmacy,none,0,75.1,5,0.273,rejected,no
250.99,17,male,obc,madhya pradesh,commerce,none,0,60.89,9,0.242,rejected,no
250.99,18,other,ews,punjab,agriculture,cet,32,55.41,2,0.097,rejected,no
250.99,20,other,obc,bihar,agriculture,none,0,66.68,9,0.284,admitted,yes
250.99,17,male,ews,uttar pradesh,arts,none,0,75.72,5,0.277,rejected,no
250.99,20,female,obc,haryana,science,none,0,84.85,6,0.362,rejected,no
250.99,18,other,ews,andhra pradesh,agriculture,cet,7,82.37,4,0.312,admitted,no
250.99,19,female,sc,odisha,arts,none,0,76.39,7,0.318,rejected,no
250.99,19,female,general,manipur,pharmacy,cet,1,67.77,9,0.293,rejected,no
250.99,18,male,obc,nagaland,agriculture,cet,82,62.98,0,0.149,rejected,no
250.99,18,female,ews,telangana,medical,neet,634,87.16,1,0.722,admitted,yes
250.99,19,other,obc,jharkhand,commerce,none,0,94.53,1,0.341,admitted,yes
250.99,17,female,obc,telangana,science,none,0,81.59,6,0.338,admitted,no
250.99,19,other,general,tripura,computer applications,none,0,55.02,0,0.04199000000000001,rejected,no
250.99,17,other,st,manipur,medical,neet,71,89.75,0,0.336,rejected,no
250.99,19,other,ews,rajasthan,medical,neet,585,79.51,3,0.662,rejected,no
250.99,19,female,ews,andhra pradesh,commerce,cet,59,82.69,7,0.404,rejected,no
250.99,17,other,ews,meghalaya,arts,cet,142,84.59,2,0.383,admitted,no
250.99,20,male,ews,assam,management,none,0,73.11,8,0.313,rejected,no
250.99,18,female,ews,kerala,nursing,cet,169,75.51,10,0.48,admitted,yes
250.99,20,male,sc,punjab,architecture,none,0,65.6,5,0.204,rejected,no
250.99,17,other,ews,arunachal pradesh,science,cet,118,81.3,3,0.361,admitted,no
251.0,17,other,st,karnataka,architecture,cet,8,74.72,6,0.293,admitted,no
252.0,18,female,general,karnataka,management,cet,20,67.13,1,0.156,rejected,no
253.0,17,female,general,gujarat,medical,neet,455,61.52,5,0.48,rejected,no
254.0,18,female,general,manipur,nursing,none,0,81.39,4,0.3,rejected,no
255.0,19,other,obc,sikkim,pharmacy,cet,112,72.43,0,0.238,rejected,no
256.0,17,male,sc,uttar pradesh,computer applications,none,0,60.18,5,0.164,rejected,no
257.0,19,other,st,telangana,engineering,cet,77,88.96,6,0.443,rejected,no
258.0,17,male,sc,tripura,nursing,none,0,77.01,9,0.359,rejected,no
259.0,17,male,obc,goa,nursing,cet,116,81.6,1,0.325,rejected,no
260.0,19,other,st,assam,nursing,cet,78,78.13,5,0.347,rejected,no
261.0,20,other,ews,chhattisgarh,pharmacy,cet,16,81.28,2,0.274,rejected,no
262.0,17,female,obc,uttar pradesh,medical,neet,360,54.45,1,0.292,rejected,no
263.0,18,female,obc,goa,law,none,0,64.29,9,0.267,rejected,no
264.0,20,other,ews,punjab,architecture,cet,25,88.67,3,0.352,rejected,no
265.0,20,other,ews,karnataka,law,none,0,89.91,8,0.435,rejected,no
266.0,19,other,obc,nagaland,law,cet,68,52.54,10,0.245,rejected,no
267.0,18,other,sc,punjab,arts,none,0,86.65,10,0.447,admitted,yes
268.0,18,female,sc,telangana,management,cet,99,61.36,10,0.33,rejected,no
269.0,19,male,st,assam,pharmacy,none,0,91.72,4,0.375,rejected,no
270.0,19,male,ews,himachal pradesh,management,none,0,69.36,6,0.249,rejected,no
271.0,18,female,general,bihar,engineering,cet,16,64.95,7,0.246,rejected,no
272.0,17,female,sc,karnataka,science,cet,172,64.56,5,0.312,admitted,no
273.0,17,other,obc,jharkhand,agriculture,cet,177,84.21,9,0.53,rejected,no
274.0,20,male,st,tamil nadu,computer applications,cet,16,84.04,2,0.294,rejected,no
275.0,18,other,sc,odisha,management,cet,38,80.04,2,0.28,admitted,no
276.0,18,other,st,assam,arts,none,0,97.56,3,0.399,admitted,yes
277.0,18,other,ews,kerala,law,none,0,65.4,0,0.111,rejected,no
278.0,20,female,st,odisha,architecture,cet,61,80.68,4,0.336,rejected,no
279.0,17,male,ews,punjab,computer applications,none,0,72.04,4,0.232,rejected,no
280.0,17,female,ews,sikkim,law,cet,136,78.36,4,0.37,admitted,no
281.0,18,female,st,goa,agriculture,cet,7,57.33,8,0.203,rejected,no
282.0,18,female,obc,telangana,arts,none,0,95.75,4,0.404,admitted,yes
283.0,19,female,obc,telangana,commerce,none,0,93.62,10,0.498,admitted,yes
284.0,18,female,obc,goa,management,cet,150,97.81,2,0.484,admitted,yes
285.0,18,female,st,nagaland,computer applications,none,0,86.88,0,0.267,rejected,no
286.0,20,male,ews,nagaland,pharmacy,cet,120,85.15,8,0.481,rejected,no
287.0,17,female,obc,tamil nadu,nursing,none,0,52.65,7,0.146,rejected,no
288.0,19,male,sc,assam,agriculture,cet,41,72.08,6,0.296,rejected,no
289.0,19,female,sc,gujarat,science,cet,96,51.8,9,0.241,rejected,no
290.0,18,female,st,tamil nadu,computer applications,cet,31,96.4,6,0.466,admitted,yes
291.0,20,other,ews,andhra pradesh,computer applications,none,0,79.51,7,0.341,admitted,no
292.0,18,other,sc,madhya pradesh,agriculture,none,0,53.05,2,0.058,rejected,no
293.0,20,female,obc,haryana,pharmacy,cet,55,79.93,3,0.308,rejected,no
294.0,18,male,obc,mizoram,computer applications,cet,182,82.29,0,0.357,rejected,no
295.0,19,other,sc,madhya pradesh,management,cet,3,99.04,8,0.503,rejected,no
296.0,19,male,sc,tamil nadu,nursing,cet,5,82.84,5,0.332,admitted,no
297.0,20,male,general,assam,commerce,none,0,90.4,10,0.474,rejected,no
298.0,18,male,ews,maharashtra,medical,neet,350,88.78,5,0.608,rejected,no
299.0,18,other,ews,maharashtra,computer applications,none,0,86.08,4,0.334,rejected,no
300.0,17,female,obc,maharashtra,architecture,cet,87,55.41,6,0.206,rejected,no
301.0,18,male,ews,assam,nursing,cet,159,66.72,4,0.301,rejected,no
302.0,20,male,obc,madhya pradesh,engineering,cet,13,87.67,1,0.3,rejected,no
303.0,17,female,sc,tamil nadu,engineering,jee,164,94.67,9,0.598,admitted,yes
304.0,20,other,general,meghalaya,law,none,0,58.17,0,0.059,rejected,no
305.0,19,female,st,assam,architecture,cet,85,50.44,7,0.184,rejected,no
306.0,17,male,sc,odisha,agriculture,none,0,92.53,6,0.417,admitted,yes
307.0,18,female,obc,tripura,management,cet,107,61.81,7,0.284,admitted,no
308.0,19,female,obc,rajasthan,management,cet,38,76.32,10,0.398,rejected,no
309.0,18,male,ews,assam,arts,none,0,99.53,9,0.523,rejected,no
310.0,17,male,st,andhra pradesh,pharmacy,cet,185,87.32,2,0.431,rejected,no
311.0,19,male,general,chhattisgarh,medical,neet,634,58.12,8,0.649,rejected,no
312.0,19,female,general,jharkhand,management,cet,114,96.34,6,0.522,admitted,yes
313.0,17,male,general,tripura,medical,neet,226,60.78,6,0.339,rejected,no
314.0,18,male,obc,kerala,science,cet,57,91.3,1,0.356,rejected,no
315.0,17,male,st,uttar pradesh,medical,neet,574,50.55,4,0.463,rejected,no
316.0,19,other,general,assam,nursing,cet,35,61.76,3,0.163,rejected,no
317.0,19,female,obc,punjab,science,none,0,55.53,4,0.112,rejected,no
318.0,19,other,general,punjab,science,none,0,77.87,1,0.22,rejected,no
319.0,20,female,st,tripura,nursing,cet,74,80.16,9,0.432,rejected,no
320.0,20,male,ews,maharashtra,science,cet,22,85.34,2,0.307,admitted,yes
321.0,18,male,sc,meghalaya,pharmacy,cet,106,64.66,5,0.268,admitted,no
322.0,17,other,ews,andhra pradesh,medical,neet,326,97.45,7,0.691,rejected,no
323.0,19,female,st,tamil nadu,law,cet,135,50.68,4,0.168,rejected,no
324.0,20,male,st,mizoram,nursing,cet,169,65.97,1,0.247,rejected,no
325.0,20,female,obc,odisha,commerce,none,0,52.93,1,0.04199000000000001,rejected,no
326.0,17,female,ews,himachal pradesh,law,none,0,68.36,7,0.26,admitted,no
327.0,17,male,st,assam,agriculture,cet,134,97.3,8,0.578,admitted,yes
328.0,17,other,general,odisha,pharmacy,cet,7,65.08,3,0.168,rejected,no
329.0,17,male,general,punjab,nursing,cet,170,65.26,7,0.352,admitted,no
330.0,19,male,ews,chhattisgarh,arts,none,0,64.65,9,0.269,rejected,no
331.0,19,other,obc,sikkim,science,cet,47,91.3,0,0.331,admitted,yes
332.0,18,female,sc,andhra pradesh,engineering,jee,95,79.47,4,0.35,rejected,no
333.0,18,male,st,mizoram,arts,none,0,70.84,1,0.169,rejected,no
334.0,20,male,st,assam,engineering,jee,139,68.36,7,0.354,rejected,no
335.0,18,female,general,punjab,pharmacy,none,0,84.16,9,0.411,rejected,no
336.0,20,other,st,kerala,engineering,cet,97,99.12,5,0.512,admitted,yes
337.0,20,male,ews,himachal pradesh,medical,neet,620,72.5,0,0.58,rejected,no
338.0,18,female,obc,punjab,pharmacy,cet,167,61.24,4,0.266,rejected,no
339.0,17,female,sc,rajasthan,architecture,none,0,69.86,6,0.253,admitted,no
340.0,20,other,obc,meghalaya,science,cet,30,58.98,0,0.085,rejected,no
